pl_name,rastr,ra,decstr,dec,pl_massj,pl_masse,pl_orbsmax,st_mass,sy_dist,ml_dists,ml_tsepmin,ml_sepminnorm,ml_xtimeein,ml_radsnorm,ml_sepinsnorp,ml_massratio,ml_angstlax,ml_magis,ml_magibl,ml_radeinang,ml_pmrells,glon,glat,ml_plxrel,ml_plxmicro,ml_plxmicron,ml_plxmicroe,ml_dsdt,ml_dalphadt,ml_radsang,ml_radsphy,ml_xtimesrc,ml_efftime,ml_pms,ml_magvs,ml_magvso,ml_magiso,ml_magjs,ml_magjso,ml_maghs,ml_maghso,ml_magks,ml_magkso,ml_magibase,sy_vmag,sy_icmag,sy_jmag,sy_hmag,sy_kmag,ml_extvfld,ml_extifld,ml_extjfld,ml_exthfld,ml_extkfld
MOA-2011-BLG-293L b,17h55m39.35s,268.913958,-28d28m36.65s,-28.476847,4.8,1500,1.1,0.86,7720,8350,,,21.67,,0.548,53,,22.27,,0.26,,1.52164,-1.65488,,,,,,,,,,,,,,,,,19.2,,,,,,,,19.16,,,,,0.47,
MOA-2011-BLG-293L b,17h55m39.35s,268.913958,-28d28m36.65s,-28.476847,2.4,760,1,0.43,7150,,2455747.494,0.0035,21.75,1.63,0.548,53,3.862,,17.77,0.26,4.3,1.52164,-1.65488,,,,,,,0.42,,0.0355,0.0754,,,,,,,,,,,,,,,,,,,,,
KMT-2017-BLG-1146L b,17h56m25.40s,269.105833,-33d08m32.89s,-33.142469,0.85,270,1.7,0.4,6600,,2457924.89,0.287,25.443,10,0.734,20,5.649,,,,5.3,357.56175,-4.13618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1953L b,17h56m27.90s,269.11625,-28d12m04.00s,-28.201111,,,,,,8000,2458702.014,0.00217,16.08,2.4,0.47,13.2,2.496,20.68,,0.25,5.7,1.84965,-1.67021,,,,,,,0.61,,,,,,,18.39,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.7,0.38,3300,8000,2457205.198,0.01136,57.7,1.407,0.9093,1.7,0.883,,,0.76,4.8,0.95823,-1.8212,0.19,,0.0234,-0.239,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.1,0.38,2500,4500,2457205.198,0.01136,57.7,1.407,0.9093,1.7,0.883,,,0.76,4.8,0.95823,-1.8212,0.19,,0.0234,-0.239,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2013-BLG-1721L b,17h52m30.37s,268.126556,-30d17m33.7s,-30.292694,0.64,200,2.6,0.46,6300,,2456535.28,0.06,27.98,1.2,0.964,13.18,-0.781,21.27,,0.42,5.5,359.60721,-1.98134,,,,,,,0.51,,,,,23.8,,,,,,,,,,,,,,,3.75,2.03,,,
MOA-2010-BLG-477L b,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,1.5,480,2,0.67,2300,,2455420.938,-0.003372,46.57,0.5861,1.12385,22.075,3.68023,18.71,,1.38,10.3,0.04599,-5.09503,,,0.27,0.02,0.64,0.06,0.79,,,,,19.98,,17.61,,,17.35,,,,,,,,,,,,,,
OGLE-2012-BLG-0026L c,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,0.68,220,4.63,0.82,4080,8130,2455991.52,0.0092,93.92,1.72,1.254,7.84,3.891,,,0.91,,0.19492,3.0665,,,-0.072,0.114,,,1.55,,,,,,,17.23,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-1761L b,17h53m38.28s,268.409485,-28d53m42.98s,-28.895271,2.7,860,1.8,0.33,6900,,2456565.22,0.0895,38.7,5.8,0.947,70,1.244,19.42,,0.251,2.55,0.93679,-1.4842,,,,,,,1.45,,,,,,,17.47,,,,,,,,,,,,,,,,,
MOA-bin-29 b,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,0.48,150,0.37,0.02,7230,,2453931.098,0.04849,3.139,12.33,1.219,203.8,3.369,19.239,,0.041,4.793,0.63345,-2.63572,,,,,,,0.507,,,,,,,19.89,,,,,,,,45.34,37.24,,33.83,35.33,,1.4,,,
KMT-2018-BLG-0748L b,17h51m29.88s,267.8745,-30d38m47.00s,-30.646389,0.19,60,0.62,0.087,7300,,2458371.901,0.034,4.38,10.89,0.939,20.3,-0.023,19.21,,0.111,9.24,359.19193,-1.9744,,,,,,,1.21,,,,,,,17.27,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.323,103,0.689,0.084,873,,2458230.466,0.043,45.372,1.423,0.96,36.48,2.488,19.36,,,,6.76186,1.91343,,,-1.428,0.211,-0.695,-4.136,,,0.065,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2003-BLG-235L b,18h05m16.35s,271.318125,-28d53m42.0s,-28.895,2.6,830,4.3,0.63,5800,8800,,,,,,39,,19.63,,0.55,3.3,2.2026,-3.69455,,,,,,,0.53,,0.059,,,,,,,,,,,,19.42,,21.4,,,,,,,,
OGLE-2017-BLG-0482L b,17h56m11.73s,269.048889,-30d31m42.1s,-30.52836,0.028,9,1.8,0.2,5800,8100,2457873.948,0.059,40.01,6,1.07,1.35,0.369,,,0.093,0.86,359.80543,-2.78697,,,0.19,-0.06,-1.94,-0.29,0.56,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1067L b,18h12m49.08s,273.2045,-27d00m45.5s,-27.012639,0.43,140,1.7,0.3,3730,7660,,,,,,,,18.8,,,,4.66003,-4.25075,,,,,,,,,,,,,,17.92,,,,,,,,,,,,,,,,,
OGLE-2008-BLG-355L b,17h59m08.81s,269.786708,-30d45m34.1s,-30.759472,4.6,1500,1.7,0.37,6800,,2454642,0.27,34,2.17,0.877,118,0.814,20.02,19.24,0.28,3.06,359.92169,-3.45246,,,,,,,0.62,,,,,,,18.39,,,,,,17.65,,,,,,,,1.63,,,
MOA-2016-BLG-227L b,18h05m53.70s,271.473755,-27d42m51.43s,-27.714287,4.1,1300,1.45,0.42,6800,,2457517.508,-0.0833,17.03,3.01,0.9312,92.8,2.509,19.54,,0.227,4.88,3.30299,-3.2402,,,,,,,0.68,,,,,,,18.54,,,17.806,,,,,,,,20.8,,1.82,1,,0.19,
OGLE-2013-BLG-0911L b,17h55m31.98s,268.88325,-29d15m13.8s,-29.253833,9.51,3020,0.39,0.29,3220,8000,,,,,,,,,,0.67,2.54,0.83633,-2.02265,,,,,,,0.757,,,,,,,18.109,,,,,,,,26.42,22.8,,19.99,19.64,,1.514,,,
MOA-2016-BLG-227L b,18h05m53.70s,271.473755,-27d42m51.43s,-27.714287,5.3,1700,1.51,0.54,7100,,2457517.508,-0.0833,17.03,3.01,0.9312,92.8,2.509,19.54,,0.227,4.88,3.30299,-3.2402,,,,,,,0.68,,,,,,,18.54,,,17.806,,,,,,,,20.2,,1.82,1,,0.19,
KMT-2019-BLG-1339L b,17h42m58.42s,265.743417,-25d34m26.1s,-25.573917,12.2,3880,0.67,0.27,7150,,2458666.378,0.00913,17.23,3.49,0.39,430.3,4.771,20.89,,0.22,4.76,2.55867,2.25989,,,,,,,0.78,,,,,,,17.65,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-1771L b,17h55m11.76s,268.799,-28d51m45.90s,-28.86275,0.427,136,0.85,0.076,7040,,2457235.6,0.121,4.28,4.41,1.202,53.8,3.904,21.77,21.03,0.1,8.5,1.13728,-1.76209,,,,,,,0.49,,,,,,,19.48,,,,,,,,,,,,,,,,,
OGLE-2006-BLG-109L c,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,0.27,86,4.5,0.51,1510,,2453831.02,0.00345,128.1,,1.0418,5.014,-0.235,20.935,,1.505,,359.79137,-1.89004,,0.345,,,,,0.468,,0.03949,,,23.11,,,,,18.876,,,,,,,,17.17,,3.47,2.03,,0.6,
OGLE-2018-BLG-1700L b,17h59m49.45s,269.956042,-28d31m43.10s,-28.528639,4.4,1400,2.8,0.42,7600,10700,2458386.152,0.00588,43.12,1,1.019,100,3.432,21.08,,0.37,3.13,1.93461,-2.47403,,,-0.12,0.11,,,,,,,,,,18.96,,,,,,,17.65,,23.8,,,,,1.3,,,
OGLE-2013-BLG-0911L b,17h55m31.98s,268.88325,-29d15m13.8s,-29.253833,,,,,,8000,2456537.312,0.004522,101.104,1.413,6.774,316,4.198,18.104,,,,0.83633,-2.02265,,0.319,0.319,0.001,,,0.757,,,,,,,18.109,,,,,,,,26.42,22.8,,19.99,19.64,,1.514,,,
MOA-2011-BLG-028L b,18h03m24.96s,270.854,-29d12m48.3s,-29.213417,0.09,30,4.14,0.75,7380,8610,2455673.81,0.906,34.2,17.4,1.691,1.27,-2.192,15.3,,0.337,3.59,1.7258,-3.49568,,0.113,0.07,-0.002,-0.56,-0.09,6.08,,0.594,30.76,2.83,,15.37,14.33,,,,,,,,,,,,19,1.76,0.97,,,0.16
OGLE-2016-BLG-1195L b,17h55m23.5s,268.847931,-30d12m26.1s,-30.207251,0.0045,1.43,1.16,0.078,3910,,2457568.769,0.05317,9.96,2.89,0.9839,0.546,0.9684,18.99,,0.286,8.7,359.99627,-2.47579,,,-0.3017,-0.376,,,0.82,,,,,,,17.84,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-0263L b,17h59m34.9s,269.895416,-31d49m07.0s,-31.818611,4.1,1300,5.4,0.13,6500,,2457470.432,0.599,15.92,,4.86,297,0.163,15.89,,,,359.0454,-4.05729,,,,,,,,,,,,,,15.82,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0358L b,17h42m46.77s,265.694875,-24d15m39.6s,-24.261,1.89,601,0.89,0.023,1790,7600,2456040.33,0.098,26.47,2.36,1.696,1253.1,-0.721,,,0.29,4.02,3.65449,2.98611,,,-1.42,-0.34,,,6.89,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1375L b,17h56m37.17s,269.154875,-30d18m41.1s,-30.311417,,,,,,,2457969.909,0.035,101.36,0.34,0.837,134.6,5.1,22.1,,0.99,3.56,0.03925,-2.75739,,,,,,,0.34,,,,,,,19.8,,,,,,,,,,,,,,2.29,,,
KMT-2016-BLG-1107L b,17h45m40.26s,266.41775,-26d01m54.48s,-26.0318,0.09,29,1.065,0.022,7481,,2457509.227,0.932,20.38,184.11,2.965,39.8,0.441,,,0.048,0.85,2.48555,1.503,,,,,,,8.83,,3.752,18.987,,,,14.14,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-1771L b,17h55m11.76s,268.799,-28d51m45.90s,-28.86275,0.397,126,0.77,0.085,6830,,2457235.62,0.114,4.53,3.64,0.998,44.7,3.882,21.86,20.99,0.115,9.2,1.13728,-1.76209,,,,,,,0.48,,,,,,,19.57,,,,,,,,,,,,,,,,,
MOA-2009-BLG-319L b,18h06m58.13s,271.742208,-24d49m10.89s,-26.819692,0.2,50,2,0.38,6100,,2455006.995,0.00622,16.57,1.929,0.97537,3.95,5.7677,19.82,,0.34,7.52,4.20225,-3.01439,,0.5,,,,,0.66,,,,,,,18.66,,,,,,17.67,,,,,,,,1.16,,,
OGLE-2017-BLG-1375L b,17h56m37.17s,269.154875,-30d18m41.1s,-30.311417,13.16,4183,4.71,0.85,4070,,2457969.645,0.028,103.03,0.36,1.269,148.1,5.068,22.1,,0.99,3.56,0.03925,-2.75739,,,0.134,-0.064,,,0.34,,,,,,,19.8,,,,,,,,,,,,,,2.29,,,
OGLE-2017-BLG-1375L b,17h56m37.17s,269.154875,-30d18m41.1s,-30.311417,13.27,4218,4.72,0.85,4080,,2457969.63,-0.028,101.98,0.36,1.268,148.8,-5.069,22.1,,0.99,3.56,0.03925,-2.75739,,,0.004,-0.042,,,0.34,,,,,,,19.8,,,,,,,,,,,,,,2.29,,,
OGLE-2019-BLG-0468L b,17h45m37.44s,266.406,-24d26m50.2s,-24.447278,,,,,,,2458594.304,0.01273,76.24,0.43,1.107,42.6,2.563,22.018,,0.91,4.41,3.83406,2.33632,,,,,,,0.47,,,,,,,19.431,,,,,,,,,,,,,,5.163,,,
OGLE-2017-BLG-1375L b,17h56m37.17s,269.154875,-30d18m41.1s,-30.311417,,,,,,,2457969.919,0.035,101.81,0.36,1.274,153,5.071,22.1,,0.99,3.56,0.03925,-2.75739,,,,,,,0.34,,,,,,,19.8,,,,,,,,,,,,,,2.29,,,
OGLE-2019-BLG-0468L b,17h45m37.44s,266.406,-24d26m50.2s,-24.447278,,,,,,,2458594.301,0.01238,77.92,0.43,1.09,39.2,2.567,22.018,,0.91,4.41,3.83406,2.33632,,,,,,,0.47,,,,,,,19.431,,,,,,,,,,,,,,5.163,,,
MOA-2012-BLG-006L b,18h01m46.31s,270.442963,-29d06m31.6s,-29.108778,8.4,2700,10.2,0.49,5300,,2456046.87,1.432,20.69,11.9,4.405,165,0.352,16.247,,0.489,7.69,1.64069,-3.13158,,,,,,,5.68,,,,,18.39,16.04,14.861,14.66,14.077,,,,13.314,,,,,,,,1.386,0.58,,
MOA-2010-BLG-073L b,18h10m11.342s,272.547258,-26d31m22.544s,-26.522932,11,3500,1.21,0.16,2800,,2455344.69,0.386,44.3,16.5,0.775,654,0.221,15.554,,0.557,4.6,4.81028,-3.50129,,,0.37,0.01,0.49,-0.37,9.143,,,,,15.335,15.197,13.976,13.686,,12.926,,12.642,12.345,,,,,,,,,,,
OGLE-2016-BLG-0263L b,17h59m34.9s,269.895416,-31d49m07.0s,-31.818611,4.1,1300,5.4,0.13,6500,,2457470.433,0.581,16.24,,4.72,306,0.095,15.89,,,,359.0454,-4.05729,,,,,,,,,,,,,,15.82,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1339L b,17h42m58.42s,265.743417,-25d34m26.1s,-25.573917,1.27,404,2.8,0.49,6000,,2458666.393,0.01593,16.45,1.38,1.15,25,4.797,20.89,,0.55,12.08,2.55867,2.25989,,,,,,,0.78,,,,,,,17.65,,,,,,,,,,,,,,,,,
KMT-2017-BLG-0165L b,17h58m35.92s,269.649667,-28d08m01.21s,-28.133669,0.11,34,3.45,0.76,4530,,2457853.71,-0.035,42.129,0.7834,0.953,1.348,-5.821,18.43,,0.8,6.93,2.1434,-2.04368,,,-0.099,0.108,-0.745,0.531,0.63,,,1.47,,,,19.25,,,,,,,20.53,,20.86,,,,,,,,
MOA-2013-BLG-220L b,18h03m56.5s,270.985417,-29d32m41s,-29.544722,,,,0.77,6500,,2456386.92,0.01323,13.23,1.54,0.9857,30.1,4.564,19.205,,0.456,12.57,1.49223,-3.75748,,,,,,,0.704,,0.02,,,,,17.91,,,,,,,19,,,,,,,,,,
OGLE-2016-BLG-0613L AB b,17h57m02.50s,269.260406,-28d06m58.2s,-28.116167,2.74,871,4.19,0.8,3190,,2457494.153,0.021,74.62,0.22,1.168,32.7,5.332,23,19.5,1.15,5.64,1.98694,-1.73756,,,,,,,,,,,,,,14.38,,,19.71,,,,,,,,,,,2.19,,,
OGLE-2019-BLG-0468L c,17h45m37.44s,266.406,-24d26m50.2s,-24.447278,,,,,,,2458594.301,0.01238,77.92,0.43,1.479,141.3,2.567,22.018,,0.91,4.41,3.83406,2.33632,,,,,,,0.47,,,,,,,19.431,,,,,,,,,,,,,,5.163,,,
MOA-2022-BLG-249L b,17h55m27.73s,268.865542,-28d18m21.82s,-28.306061,0.01519688,4.83,1.45,0.18,2000,,2459727.195,-0.022,133.82,1.2,0.961,0.9,-3.599,,,0.46,1.25,1.64781,-1.53209,,,-0.548,0.276,,,0.551,,,,,,,18.43,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-0613L AB b,17h57m02.50s,269.260406,-28d06m58.2s,-28.116167,1.17,372,3.04,0.63,2930,,2457489.92,0.038,52.01,0.25,0.677,17.7,1.852,21.96,19.57,1.63,11.5,1.98694,-1.73756,,,,,,,,,,,,,,14.38,,,18.67,,,,,,,,,,,2.19,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.7,0.38,3300,8000,2457205.195,0.01136,57.8,1.4,1.1146,1.67,0.883,,,0.76,4.8,0.95823,-1.8212,0.19,,-0.0561,-0.237,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2014-BLG-0124L b,18h02m29.21s,270.621708,-28d23m46.5s,-28.39625,0.65,206.5884646,3.48,0.9,3500,,2456836.16,-0.174,154.6,0.88,0.943,7.1,1.775,18.61,17.79,1.03,,2.33912,-2.91757,,,-0.015,0.155,-0.109,0.1,,,,,,,,,,,17.04,,16.94,,,,,,,,,1.02,,0.236,0.17
OGLE-2014-BLG-1722L b,17h55m00.57s,268.75238,-31d28m08.6s,-31.469055,0.173,55,1.5,0.39,6380,,2456900.219,-0.131,23.909,6,0.754,4.263,0.242,18.88,,,,358.86307,-3.03947,,,-0.153,0.104,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,
KMT-2016-BLG-1836L b,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,2.2,700,2.7,0.51,6300,,2457487.6,0.061,50,2.2,0.89,43,5.849,22.01,18.25,,3.3,359.87875,-1.94559,,,0.66,0.07,,,0.34,,,,,,,20.13,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.066,21,2.1,0.33,3600,,2456151.47,0.101,68.4,3.2,0.895,1.9,5.081,19.29,,0.64,3.4,1.76466,-4.63415,,0.24,0.14,-0.19,,,0.69,,,,,,,18.4,,,,17.55,,,,,,,,,,0.86,,0.25,
KMT-2016-BLG-2397L b,17h44m51.01s,266.212542,-23d12m04.97s,-23.201381,2.42,769,2.83,0.62,5090,,2457549.641,0.046,52.74,0.0015,0.927,37.2,4.402,21.76,,0.24,1.66,4.80724,3.13548,,,,,,,0.36,,,,,,,19.96,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.7,0.38,3300,8000,2457205.196,-0.01157,57.7,1.406,1.1148,1.68,-0.88,,,0.76,4.8,0.95823,-1.8212,0.19,,0.0397,-0.232,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2014-BLG-0124L b,18h02m29.21s,270.621708,-28d23m46.5s,-28.39625,0.65,206.5884646,3.48,0.9,3500,,2456836.28,0.176,150.8,0.88,0.944,6.9,4.51,18.6,17.79,1.03,,2.33912,-2.91757,,,-0.005,0.145,-0.111,-0.7,,,,,,,,,,,17.04,,16.93,,,,,,,,,1.02,,0.236,0.17
OGLE-2014-BLG-0124L b,18h02m29.21s,270.621708,-28d23m46.5s,-28.39625,0.47,150,2.97,0.65,4230,,2456836.14,-0.1778,151.8,1.37,0.9429,7.05,-1.367,18.59,17.79,0.78,2.56,2.33912,-2.91757,,,0.0399,0.143,,,0.95,,,,,,,17.57,,,,,,,,,,,,,,,,,
OGLE-2014-BLG-0124L b,18h02m29.21s,270.621708,-28d23m46.5s,-28.39625,0.51,160,3.11,0.71,4100,,2456836.176,0.1749,152.1,1.25,0.9443,6.94,1.365,18.59,17.79,0.84,2.77,2.33912,-2.91757,,,-0.0055,0.1461,,,0.95,,,,,,,17.57,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1025L b,17h59m27.94s,269.866417,-27d52m41.02s,-27.878061,0.01398239,4.444,0.508,0.082,7470,,2458274.843,0.008575,8.889,7.657,0.883,1.627,2.697,21.384,,0.091,3.73,2.46055,-2.08247,,,,,,,0.7,,,,,,,19.247,,,,,,,,,,,,,,,,,
KMT-2017-BLG-1146L b,17h56m25.40s,269.105833,-33d08m32.89s,-33.142469,0.71,230,1.6,0.33,6500,,2457924.89,0.287,25.443,10,0.734,20,5.649,,,,5.1,357.56175,-4.13618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.594,189,1.095,0.153,1296,,,,,,,,,19.36,,,,6.76186,1.91343,,,,,,,,,,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0911L b,17h55m31.98s,268.88325,-29d15m13.8s,-29.253833,,,,,,8000,2456537.313,0.0048,94.698,1.113,0.15,323.6,4.197,18.104,,,,0.83633,-2.02265,,0.257,0.256,0.018,,,0.757,,,,,,,18.109,,,,,,,,26.42,22.8,,19.99,19.64,,1.514,,,
KMT-2019-BLG-1339L b,17h42m58.42s,265.743417,-25d34m26.1s,-25.573917,1.25,397,2.15,0.48,6120,,2458666.391,0.00156,16.7,1.42,0.88,24.7,4.79,20.89,,0.55,12.08,2.55867,2.25989,,,,,,,0.78,,,,,,,17.65,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1715L b,18h01m29.21s,270.371708,-28d46m37.7s,-28.777139,1.43,454.494622,2.8,0.59,3770,,2458696.341,0.181,51.93,0.41,0.904,23,4.897,18.242,,0.91,7.59,1.89895,-2.91396,,,,,,,0.41,,,,,,,16.991,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1025L b,17h59m27.94s,269.866417,-27d52m41.02s,-27.878061,0.01906375,6.059,1.305,0.219,6705,,2458274.843,0.007089,9.571,5.5,0.937,0.829,6.188,21.465,,0.12,4.3,2.46055,-2.08247,,,,,,,0.67,,,,,,,19.328,,,,,,,,,,,,,,,,,
MOA-2010-BLG-328L b,17h57m59.12s,269.496333,-30d42m54.63s,-30.715175,0.0478,15.2,1.21,0.12,1240,,2455378.694,0.0716,64.2,1.09,1.18,3.68,0.1965,,,0.83,4.72,359.836,-3.21385,,0.82,0.72,-0.39,0.52,-0.51,0.9,1.5,,,,,,,,,,,,,,,,20.4,19.8,19.42,,,0.2,0.14,0.08
OGLE-2005-BLG-169L b,18h06m05.32s,271.522167,-30d43m57.5s,-30.732639,0.041,13,2.7,0.49,2700,,2453491.876,0.00124,42.27,0.44,1.0198,0.86,2.04,,,1,8.4,0.67689,-4.74007,,-0.086,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2008-BLG-092L b,17h47m29.42s,267.540708,-34d43m35.6s,-34.673194,0.18,57,15,0.71,8100,9700,2454727.374,1.545,38.64,41.4,5.26,2.41,0.314,13.9,,0.344,3.25,355.58019,-3.78643,20,,,,,,14.25,,,,,,14.23,,,,,,,,,,,,,,,,,,
MOA-2011-BLG-262L b,18h00m23.48s,270.097833,-31d14m42.93s,-31.245258,,,,,,,2455739.131,0.01463,3.855,,1.0966,4.43,1.8115,19.937,,,,359.63064,-3.92442,,,,,,,,,0.02221,,2.5,21.897,,,,,,,,,,,,,,,2.62,1.45,,0.315,
MOA-2010-BLG-353L b,18h05m12.94s,271.303917,-27d17m35.64s,-27.293233,0.23,73,1.85,0.16,7170,9000,2455381.24,-0.79,11.3,21,1.45,14,4.17,17.73,,0.187,,3.59785,-2.90361,,,,,,,3.97,,,,,,,16.55,,,,,,,,,,,,,,1.18,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.079,25,2.2,0.38,4200,,2456151.48,-0.1,68.5,3,0.893,1.9,1.195,19.3,,0.6,3.2,1.76466,-4.63415,,0.19,0.08,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1195L b,17h55m23.5s,268.847931,-30d12m26.1s,-30.207251,0.0045,1.43,1.16,0.078,3910,,2457568.77,-0.05321,9.95,2.85,1.0861,0.568,-0.9688,18.99,,0.286,8.7,359.99627,-2.47579,,,0.235,-0.413,,,0.82,,,,,,,17.84,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0173L b,17h51m52.95s,267.970612,-29d16m16.9s,-29.27136,0.02816,8.95,3.727,0.396,4800,,2457838.011,0.768,32.93,9.15,1.465,0.6788,1.324,,,0.53,5.9,0.41781,-1.34501,,,,,,,4.86,,,,,,,15.22,,,14.34,,,,,,,,,,,,,,
OGLE-2013-BLG-1761L b,17h53m38.28s,268.409485,-28d53m42.98s,-28.895271,2.7,860,1.8,0.33,6900,,2456565.24,0.0886,38.7,6.5,1.178,81,1.257,19.42,,0.225,2.12,0.93679,-1.4842,,,,,,,1.45,,,,,,,17.47,,,,,,,,,,,,,,,,,
MOA-2015-BLG-337L b,18h07m47.69s,271.9487,-28d10m13.00s,-28.170278,18,5720,0.19,0.0729,6300,,2457214.912,0.0458,5.496,18.3,0.263,1780,2.5359,19.682,,0.034,2.26,3.10692,-3.82814,,,,,,,0.621,,,,,,,,,,,,,,,,,,,,,1.205,,,
KMT-2017-BLG-1038L b,17h44m41.02s,266.170917,-25d08m34.91s,-25.143031,2.4,760,1.9,0.43,6100,,2457992.829,0.172,21.9,4,0.851,53,5.396,,,,6.3,3.12842,2.15616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0596L b,17h56m13.33s,269.055542,-29d11m56.7s,-29.199083,0.00409,1.3,3.02,0.196,6110,8670,2458277.13,-0.285,28.894,15.72,1.788,0.188,-2.921,17.19,,0.276,3.49,0.95931,-2.12513,,,-0.078,0.159,0.151,-0.225,4.46,,,,,,,15.3,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-1011L b,17h56m03.36s,269.014,-29d04m58.4s,-29.082889,1.8,570,1.8,0.18,7100,8000,2458284.801,0.053,12.42,12.13,1.281,98.4,4.36,19.93,19.04,0.09,2.81,1.04163,-2.0354,,,,,,,1.98,,,,,,,17.33,,,,,,,18.63,,,,,,,1.68,,,
KMT-2016-BLG-0212L b,17h53m45.42s,268.43925,-29d05m12.80s,-29.086889,0.02,6.3,5.5,0.39,6000,,2457465.316,0.615,17.764,1.378,1.427,0.49,1.004,19.6,,0.64,13.2,0.78471,-1.60371,,,,,,,0.88,,,,,21.87,,,,,,,,,19.2,,,,,,,,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.923,293,1.521,0.235,1735,,2458230.449,0.04,46.484,1.187,0.963,37.48,2.584,19.36,,,,6.76186,1.91343,,,1.147,0.14,0.503,-0.302,,,0.055,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0911L b,17h55m31.98s,268.88325,-29d15m13.8s,-29.253833,,,,,,8000,2456537.313,-0.00462,98.121,1.136,0.15,306.6,2.078,18.104,,,,0.83633,-2.02265,,0.3,0.3,0.004,,,0.757,,,,,,,18.109,,,,,,,,26.42,22.8,,19.99,19.64,,1.514,,,
KMT-2016-BLG-1836L b,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,2.3,730,2.7,0.53,6500,,,,,,,,,22.01,,,3.3,359.87875,-1.94559,,,,,,,,,,,,,,20.13,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0838L b,18h12m00.74s,273.003083,-25d42m41.80s,-25.711611,0.167,53.1,4.43,0.4,6320,8170,2456145.909,0.373,40.44,5.95,2.153,3.95,0.221,17.754,19.87,0.325,2.96,5.7202,-3.47203,,,,,,,1.93,,,,,19.596,17.45,16.55,,,15.484,,15.326,,17.61,,,,,,,1.205,,,
KMT-2016-BLG-2397L b,17h44m51.01s,266.212542,-23d12m04.97s,-23.201381,2.63,836,3.64,0.64,4880,,2457549.651,0.041,58.32,0.0015,1.148,39.5,4.409,21.76,,0.24,1.66,4.80724,3.13548,,,,,,,0.36,,,,,,,19.96,,,,,,,,,,,,,,,,,
MOA-2013-BLG-220L b,18h03m56.5s,270.985417,-29d32m41s,-29.544722,2.74,871,3.03,0.88,6720,,2456386.92,-0.013142,13.31,,0.98576,29.99,-1.4206,19.232,,0.457,12.62,1.49223,-3.75748,,,,,,,0.689,,0.02042,,,20.794,,18.057,,,,,,,,,,,,,,1.175,,,
