pl_name,rastr,ra,decstr,dec,pl_massj,pl_masse,pl_orbsmax,st_mass,sy_dist,ml_dists,ml_tsepmin,ml_sepminnorm,ml_xtimeein,ml_radsnorm,ml_sepinsnorp,ml_massratio,ml_angstlax,ml_magis,ml_magibl,ml_radeinang,ml_pmrells,glon,glat,ml_plxrel,ml_plxmicro,ml_plxmicron,ml_plxmicroe,ml_dsdt,ml_dalphadt,ml_radsang,ml_radsphy,ml_xtimesrc,ml_efftime,ml_pms,ml_magvs,ml_magvso,ml_magiso,ml_magjs,ml_magjso,ml_maghs,ml_maghso,ml_magks,ml_magkso,ml_magibase,sy_vmag,sy_icmag,sy_jmag,sy_hmag,sy_kmag,ml_extvfld,ml_extifld,ml_extjfld,ml_exthfld,ml_extkfld
OGLE-2016-BLG-1093 b,17h56m01.03s,269.004292,-32d42m48.5s,-32.713472,0.73,232.0147371,2.01,0.45,7930,,2457560.315,-0.021,55.401,2.216,1.018,15.23,-2.532,,,0.23,,357.89166,-3.84811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1093 b,17h56m01.03s,269.004292,-32d42m48.5s,-32.713472,,,,,,,2457560.315,0.021,56.832,1.883,1.017,14.32,2.543,,,,,357.89166,-3.84811,,,-0.131,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1093 b,17h56m01.03s,269.004292,-32d42m48.5s,-32.713472,0.63,200.2318964,2,0.41,7790,,2457560.318,0.021,56.37,2.185,1.018,14.69,2.531,,,0.24,,357.89166,-3.84811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0249L b,17h41m36.84s,265.4035,-34d42m06.30s,-34.70175,6.954,2210.178742,5.079,0.85,6687,,2458607.805,-0.039064,76.649,7.413,1.775,78.05,-5.302,18.47,,,,354.64312,-2.29867,,,-0.005,0.056,0.051,-0.026,2.695,,,,,,,16.34,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1216L b,17h53m55.35s,268.480625,-35d08m11.90s,-35.136639,0.094,29.87587026,2.44,0.39,2740,,,,,,,,,21.52,,,,355.5703,-4.68579,,,,,,,0.396,,,,,,,20.35,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1216L b,17h53m55.35s,268.480625,-35d08m11.90s,-35.136639,0.101,32.10066911,2.56,0.413,2895,,2458659.089,0.11,137.465,0.2537,1.083,2.264,1.602,21.52,,,,355.5703,-4.68579,,,0.122,0.543,-0.01,0.09,0.396,,,,,,,20.35,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0249L b,17h41m36.84s,265.4035,-34d42m06.30s,-34.70175,7.129,2265.798714,1.837,0.912,6333,,2458607.415,0.030859,76.264,5.925,0.543,74.61,5.298,18.47,,,,354.64312,-2.29867,,,0.016,0.061,-0.339,0.419,2.695,,,,,,,16.34,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0440L b,17h58m20.06s,269.583583,-32d17m43.1s,-32.295306,0.04813918,15.3,4.6,0.53,3500,,2459703.54,0.0041,41.29,1.028,1.5799,0.876,5.2145,20.17,,0.56,5,358.49901,-4.06358,,,,,,,0.579,,,,,,,18.77,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0249L b,17h41m36.84s,265.4035,-34d42m06.30s,-34.70175,7.12,2262.938258,1.84,0.91,6370,,,,,,,,,18.47,,,,354.64312,-2.29867,,,,,,,2.695,,,,,,,16.34,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0249L b,17h41m36.84s,265.4035,-34d42m06.30s,-34.70175,,,,,,,2458607.426,0.031363,75.923,6.375,1.753,69.83,5.302,18.47,,,,354.64312,-2.29867,,,,,,,2.695,,,,,,,16.34,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0249L b,17h41m36.84s,265.4035,-34d42m06.30s,-34.70175,,,,,,,2458607.43,0.031133,75.628,5.138,0.554,66.43,5.295,18.47,,,,354.64312,-2.29867,,,,,,,2.695,,,,,,,16.34,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0249L b,17h41m36.84s,265.4035,-34d42m06.30s,-34.70175,7.124,2264.209571,1.84,0.912,6357,,2458607.414,-0.030911,76.309,6.084,0.545,74.55,-5.298,18.47,,,,354.64312,-2.29867,,,0.008,0.059,-0.249,-0.569,2.695,,,,,,,16.34,,,,,,,,,,,,,,,,,
KMT-2019-BLG-2783L b,17h57m10.06s,269.291917,-33d47m18.67s,-33.788519,1.16,368.6809521,1.85,0.34,5910,,2458765.395,0.057,23.669,5.131,0.814,32.62,6.277,20.18,,,,357.07727,-4.59238,,,,,,,0.387,,,,,,,19.45,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1216L b,17h53m55.35s,268.480625,-35d08m11.90s,-35.136639,0.09,28.60455663,2.359,0.37,2649,,2458659.048,-0.137,120.992,0.3089,1.047,2.319,-1.599,21.52,,,,355.5703,-4.68579,,,0.453,0.49,0.01,-0.29,0.396,,,,,,,20.35,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1216L b,17h53m55.35s,268.480625,-35d08m11.90s,-35.136639,0.088,27.96889982,2.323,0.361,2607,,2458659.053,-0.122,134.147,0.2696,1.086,2.197,-1.6,21.52,,,,355.5703,-4.68579,,,0.381,0.523,-0.01,-0.19,0.396,,,,,,,20.35,,,,,,,,,,,,,,,,,
MOA-2020-BLG-208L b,17h53m43.80s,268.4325,-32d35m21.52s,-32.589311,0.14473219,46,2.74,0.43,7490,9150,2459100.908,0.02772,19.336,,1.3807,3.17,3.112,24,,0.267,5.04,357.75697,-3.36945,,,,,,,4.13,,0.298,,,,,15.008,,,,,13.79,,,,,,,,,,,,
MOA-2020-BLG-208L b,17h53m43.80s,268.4325,-32d35m21.52s,-32.589311,0.21709828,69,2.88,0.66,7810,9020,2459100.908,0.02772,19.336,,1.3807,3.17,3.112,22.3,,0.267,5.04,357.75697,-3.36945,,,,,,,4.13,,0.298,,,,,15.008,,,,,13.79,,,,,,,,,,,,
OGLE-2019-BLG-0679L b,17h42m57.70s,265.740417,-27d46m22.37s,-27.772881,3.34,1061.546879,6.99,0.66,5630,,2458660.604,0.831,32.608,9.204,2.216,47.85,0.537,17.48,,,,0.68522,1.10716,,,,,,,7.004,,,,,,,13.9,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0440L b,17h58m20.06s,269.583583,-32d17m43.1s,-32.295306,0.04845382,15.4,1.9,0.53,3500,,2459703.54,0.0041,41.08,1.032,0.6359,0.88,5.2156,20.17,,0.56,5,358.49901,-4.06358,,,,,,,0.579,,,,,,,18.77,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0249L b,17h41m36.84s,265.4035,-34d42m06.30s,-34.70175,7.09,2253.403406,5.201,0.865,6633,,2458607.807,0.039021,76.592,7.369,1.777,78.19,5.302,18.47,,,,354.64312,-2.29867,,,-0.003,0.056,0.048,-0.002,2.695,,,,,,,16.34,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1216L b,17h53m55.35s,268.480625,-35d08m11.90s,-35.136639,0.127,40.36420769,2.859,0.521,3441,,2458658.448,0.175,94.466,0.4184,1.074,2.323,1.561,21.52,,,,355.5703,-4.68579,,,,,,,0.396,,,,,,,20.35,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1216L b,17h53m55.35s,268.480625,-35d08m11.90s,-35.136639,0.103,32.73632592,2.591,0.422,2931,,2458659.115,0.119,129.232,0.2772,1.037,2.209,1.603,21.52,,,,355.5703,-4.68579,,,0.132,0.535,-0.05,0.05,0.396,,,,,,,20.35,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1216L b,17h53m55.35s,268.480625,-35d08m11.90s,-35.136639,0.134,42.58900654,2.987,0.525,3573,,2458658.443,0.189,88.729,0.4409,1.118,2.438,1.561,21.52,,,,355.5703,-4.68579,,,,,,,0.396,,,,,,,20.35,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0298L b,17h39m30.72s,264.878,-27d38m17.30s,-27.638139,,,,,,,2458621.337,0.613,27.715,26.8,1.892,24.85,2.766,17.69,,,,0.39585,1.82651,,,,,,,6.117,,,,,,,14.58,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0298L b,17h39m30.72s,264.878,-27d38m17.30s,-27.638139,1.81,575.2694167,5.67,0.7,6710,,,,,,,,,17.69,,,,0.39585,1.82651,,,,,,,6.117,,,,,,,14.58,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0298L b,17h39m30.72s,264.878,-27d38m17.30s,-27.638139,1.787,567.9593633,5.763,0.686,6555,,2458621.224,0.587,27.979,31.88,1.845,28.83,2.827,17.69,,,,0.39585,1.82651,,,0.537,0.152,0.047,0.196,6.117,,,,,,,14.58,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0298L b,17h39m30.72s,264.878,-27d38m17.30s,-27.638139,,,,,,,2458621.421,0.589,28.506,11.79,0.491,21.43,5.753,17.69,,0.082,,0.39585,1.82651,,,,,,,6.117,,,,,,,14.58,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0298L b,17h39m30.72s,264.878,-27d38m17.30s,-27.638139,1.85,587.982553,5.525,0.71,6921,,2458621.226,-0.607,27.273,34.09,1.857,30.04,-2.855,17.69,,,,0.39585,1.82651,,,-0.85,-0.049,0.143,-0.221,6.117,,,,,,,14.58,,,,,,,,,,,,,,,,,
KMT-2021-BLG-2010L b,17h52m02.04s,268.0085,-32d16m11.10s,-32.26975,1.07,340.0763955,1.79,0.37,7090,,2459428.96,0.017,15.1,5,0.845,27.7,0.925,22.83,,0.089,2.15,357.85153,-2.89904,,,,,,,0.445,,,,,,,20.489,,,,,,,,,,,,,,,,,
KMT-2022-BLG-1013L b,17h38m50.22s,264.70925,-28d21m20.41s,-28.355669,,,,,,,2459737.164,0.00696,24.36,7.16,1.908,132.1,0.555,,,,,359.70884,1.57062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-1013L b,17h38m50.22s,264.70925,-28d21m20.41s,-28.355669,,,,,,,2459737.168,0.0076,22.95,7.89,0.518,140.8,0.593,,,,,359.70884,1.57062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-1013L b,17h38m50.22s,264.70925,-28d21m20.41s,-28.355669,,,,,,,2459737.197,0.00402,36.69,4.52,0.968,2.3,3.209,,,,,359.70884,1.57062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0371L b,17h41m26.86s,265.361917,-34d41m55.21s,-34.698669,0.26,82.63538582,3.42,0.63,7140,,2459689.365,0.001869,95.08,0.89,1.065,4.2,5.287,22.269,,0.413,1.45,354.62769,-2.268,,,0.86,0.1,,,0.326,,,,,,,19.987,,,,,,,,,,,,,,,,,
KMT-2021-BLG-2010L b,17h52m02.04s,268.0085,-32d16m11.10s,-32.26975,1.07,340.0763955,2.42,0.37,7090,,2459428.962,0.017,15.18,5,1.14,28.2,0.918,22.83,,0.089,2.15,357.85153,-2.89904,,,,,,,0.445,,,,,,,20.489,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0371L b,17h41m26.86s,265.361917,-34d41m55.21s,-34.698669,,,,,,,2459689.418,0.003024,80.19,3.17,1.714,9.5,4.571,,,,,354.62769,-2.268,,,-0.09,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0371L b,17h41m26.86s,265.361917,-34d41m55.21s,-34.698669,,,,,,,2459689.335,0.002156,79.93,2.33,3.299,198.2,4.914,,,,,354.62769,-2.268,,,0.34,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0371L b,17h41m26.86s,265.361917,-34d41m55.21s,-34.698669,0.26,82.63538582,3.02,0.63,7140,,2459689.363,0.001709,103.76,0.79,0.94,3.9,5.311,22.269,,0.413,1.45,354.62769,-2.268,,,1.05,0.16,,,0.326,,,,,,,19.987,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0371L b,17h41m26.86s,265.361917,-34d41m55.21s,-34.698669,,,,,,,2459689.418,0.002887,83.328,3,0.624,7.2,4.549,,,0.122,0.54,354.62769,-2.268,,,0.19,0.03,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0371L b,17h41m26.86s,265.361917,-34d41m55.21s,-34.698669,,,,,,,2459689.419,0.002539,94.89,2.53,0.123,460.9,2.794,,,0.133,0.51,354.62769,-2.268,,,-0.74,-0.18,,,0.337,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0371L b,17h41m26.86s,265.361917,-34d41m55.21s,-34.698669,,,,,,,2459689.42,0.002658,89.33,2.59,9.689,702.6,2.768,,,,,354.62769,-2.268,,,0.84,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-1013L b,17h38m50.22s,264.70925,-28d21m20.41s,-28.355669,0.31,98.52680617,1.38,0.18,7710,,2459737.145,0.00358,40.17,4.93,1.072,16,6.027,21.652,,0.154,1.4,359.70884,1.57062,,,,,,,0.759,,,,,,,18.523,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0371L b,17h41m26.86s,265.361917,-34d41m55.21s,-34.698669,,,,,,,2459689.335,0.002089,82.43,2.25,0.31,184.4,4.918,,,0.164,0.73,354.62769,-2.268,,,-0.26,-0.04,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,
